idx,wall_time,tf_stamp,gps_rel_x,gps_rel_y,estimate_x,estimate_y,truth_yaw_deg,estimate_yaw_deg,direct_error_m,aligned_error_m,heading_error_deg,yaw_error_deg,event
96,1782015337.8298314,74.96,5.541579867163982,-2.169472363705129,5.533640223748644,-2.212655700024566,-14.78126384264249,-15.96262418548786,0.043907157426100185,0.489712564782375,0.5250913155428836,1.1813603428453685,
97,1782015338.82692,75.96,5.547042641536535,-2.170919882337616,5.545402988575272,-2.2159934512367876,-14.426899639662413,-15.695673255939475,0.0451033820809677,0.48494238838630777,0.43913633515166445,1.2687736162770633,
98,1782015339.3297987,76.48,5.64036424636938,-2.194767315092184,5.634284965423417,-2.240194712681755,-13.375547045808037,-14.828082734907834,0.045832369659236746,0.4972846366847344,0.4006753805504641,1.4525356890997967,
99,1782015339.8468719,76.96,5.7465127584581595,-2.2200441966053575,5.735513811250067,-2.2663468137062956,-12.855964741007725,-14.227443143425148,0.047591062081891955,0.5113766300288003,1.3244544275146157,1.371478402417425,
100,1782015340.8663964,77.96,5.957954303069521,-2.265936247084629,5.946071491676388,-2.3051246246219046,-10.77432802799473,-11.658416836516972,0.04095033749078006,0.5436352499709095,0.7098290842656282,0.8840888085222423,
101,1782015341.3800335,78.48,6.062233014536524,-2.2785599640469254,6.055302075336275,-2.325855441592906,1.4324829796062726,-9.72302259729515,0.0478006288086245,0.5486048128550893,0.9478305988647441,11.155505576901422,yaw_error 11.2deg > 8.0deg
102,1782015341.9011633,78.96,6.106118516938636,-2.254696043728437,6.15492118503647,-2.340608400607072,29.90424726475028,-6.6530869074944805,0.09880603968335758,0.4977849128127105,2.2473690515311957,36.55733417224476,
103,1782015342.406779,79.48,6.116919734760899,-2.21929564536903,6.156775351915448,-2.2714540785172286,61.8240663328162,1.3806547286780748,0.06564276325113896,0.5372065805797824,,60.44341160413813,
104,1782015342.9294353,79.98,6.146398941254731,-2.143176328094224,6.264785456251474,-2.267742646562688,68.21833052045794,2.5151961792564146,0.17184916243572682,0.45094683654578444,,65.70313434120152,
105,1782015343.4385352,80.48,6.187383326755196,-2.041135079659723,6.3746209163252825,-2.2629308065146336,68.22498799192839,2.581933911642787,0.2902606749098375,0.35085861541854657,,65.6430540802856,
