wall_elapsed_sec,ros_time_sec,current_waypoint,last_status,diagnosis,issues,map_x,map_y,map_yaw_deg,odom_x,odom_y,static_value,static_status,global_value,global_status,local_value,local_status,local_plan_points,local_plan_inside,local_plan_free,local_plan_lethal,local_plan_unknown,local_plan_status,global_plan_points,global_plan_inside,global_plan_free,global_plan_lethal,global_plan_unknown,global_plan_status,scan_front_min_m,scan_valid_count,path_error_m,path_error_status,edge_from,edge_to,target_x,target_y,edge_start_x,edge_start_y
192.505,1782025764.859,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,163.3,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.305,588,0.008,ok,31,32,5.455,0.88,3.705,1.53
193.005,1782025765.359,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,163.8,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.31,587,0.008,ok,31,32,5.455,0.88,3.705,1.53
193.505,1782025765.859,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,164.0,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.31,588,0.008,ok,31,32,5.455,0.88,3.705,1.53
194.005,1782025766.359,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,165.8,0.526,4.486,0,ok,78,ok,80,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.306,590,0.008,ok,31,32,5.455,0.88,3.705,1.53
194.505,1782025766.859,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,163.4,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.303,586,0.008,ok,31,32,5.455,0.88,3.705,1.53
195.005,1782025767.359,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,164.0,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.311,588,0.008,ok,31,32,5.455,0.88,3.705,1.53
195.505,1782025767.859,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,164.1,0.526,4.486,0,ok,78,ok,80,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.309,588,0.008,ok,31,32,5.455,0.88,3.705,1.53
196.005,1782025768.359,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,164.0,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.312,587,0.008,ok,31,32,5.455,0.88,3.705,1.53
196.505,1782025768.859,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,164.9,0.526,4.486,0,ok,78,ok,80,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.309,588,0.008,ok,31,32,5.455,0.88,3.705,1.53
197.005,1782025769.359,32,"heading to waypoint #32 (5.5, 0.9)",ok,,2.424,4.833,163.3,0.526,4.486,0,ok,78,ok,82,ok,147,48,14,28,0,ok,147,147,115,0,0,ok,0.314,588,0.008,ok,31,32,5.455,0.88,3.705,1.53
197.505,1782025769.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,165.2,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.309,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
198.004,1782025770.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.7,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.304,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
198.505,1782025770.86,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.4,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.31,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
199.005,1782025771.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.8,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.304,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
199.505,1782025771.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.7,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.311,586,0.008,ok,32,33,5.605,0.88,5.455,0.88
200.005,1782025772.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.6,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.31,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
200.505,1782025772.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.1,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.3,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
201.005,1782025773.36,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.6,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.3,586,0.008,ok,32,33,5.605,0.88,5.455,0.88
201.505,1782025773.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.0,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.301,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
202.005,1782025774.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,165.0,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.311,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
202.505,1782025774.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.4,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.306,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
203.004,1782025775.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.311,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
203.505,1782025775.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.303,586,0.008,ok,32,33,5.605,0.88,5.455,0.88
204.005,1782025776.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.2,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.311,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
204.505,1782025776.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,165.3,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.31,589,0.008,ok,32,33,5.605,0.88,5.455,0.88
205.005,1782025777.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.4,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.303,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
205.505,1782025777.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.4,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.311,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
206.005,1782025778.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.3,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.303,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
206.504,1782025778.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.4,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.305,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
207.005,1782025779.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.0,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.311,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
207.504,1782025779.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.2,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.308,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
208.005,1782025780.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,165.6,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.307,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
208.505,1782025780.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.301,586,0.008,ok,32,33,5.605,0.88,5.455,0.88
209.005,1782025781.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.9,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.301,588,0.008,ok,32,33,5.605,0.88,5.455,0.88
209.505,1782025781.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,163.5,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.308,586,0.008,ok,32,33,5.605,0.88,5.455,0.88
210.005,1782025782.359,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,165.6,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.303,589,0.008,ok,32,33,5.605,0.88,5.455,0.88
210.505,1782025782.859,33,"heading to waypoint #33 (5.6, 0.9)",ok,,2.424,4.833,164.4,0.526,4.486,0,ok,78,ok,80,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.301,587,0.008,ok,32,33,5.605,0.88,5.455,0.88
211.005,1782025783.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.2,0.526,4.486,0,ok,78,ok,82,ok,150,48,14,28,0,ok,150,150,119,0,0,ok,0.309,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
211.505,1782025783.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.301,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
212.005,1782025784.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.0,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.309,586,0.008,ok,33,34,7.505,0.68,5.605,0.88
212.505,1782025784.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,165.8,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.307,590,0.008,ok,33,34,7.505,0.68,5.605,0.88
213.005,1782025785.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.0,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.315,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
213.505,1782025785.86,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.31,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
214.005,1782025786.36,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.2,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.31,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
214.505,1782025786.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,165.0,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.301,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
215.005,1782025787.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,165.0,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.303,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
215.505,1782025787.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.1,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.301,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
216.004,1782025788.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.2,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.313,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
216.505,1782025788.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.3,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.31,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
217.005,1782025789.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,165.0,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.304,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
217.505,1782025789.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.302,586,0.008,ok,33,34,7.505,0.68,5.605,0.88
218.005,1782025790.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.2,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.31,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
218.505,1782025790.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.4,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.301,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
219.005,1782025791.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.5,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.311,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
219.505,1782025791.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.3,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.302,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
220.005,1782025792.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.5,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.311,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
220.505,1782025792.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,165.3,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.307,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
221.005,1782025793.36,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.8,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.302,586,0.008,ok,33,34,7.505,0.68,5.605,0.88
221.505,1782025793.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.7,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.312,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
222.005,1782025794.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.1,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.302,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
222.505,1782025794.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.5,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.309,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
223.005,1782025795.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,165.2,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.31,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
223.505,1782025795.859,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.3,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.302,588,0.008,ok,33,34,7.505,0.68,5.605,0.88
224.004,1782025796.359,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,164.5,0.526,4.486,0,ok,78,ok,80,ok,147,46,14,28,0,ok,147,147,112,0,5,ok,0.312,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
224.506,1782025796.86,34,"heading to waypoint #34 (7.5, 0.7)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,147,46,14,27,0,ok,147,147,112,0,5,ok,0.311,587,0.008,ok,33,34,7.505,0.68,5.605,0.88
225.005,1782025797.36,35,"heading to waypoint #35 (9.5, 0.7)",ok,,2.424,4.833,165.5,0.526,4.486,0,ok,78,ok,80,ok,178,52,18,28,0,ok,178,178,138,0,4,ok,0.3,588,0.008,ok,34,35,9.505,0.68,7.505,0.68
225.505,1782025797.859,35,"heading to waypoint #35 (9.5, 0.7)",ok,,2.424,4.833,165.1,0.526,4.486,0,ok,78,ok,80,ok,178,52,18,28,0,ok,178,178,138,0,4,ok,0.309,587,0.008,ok,34,35,9.505,0.68,7.505,0.68
226.005,1782025798.359,35,"heading to waypoint #35 (9.5, 0.7)",ok,,2.424,4.833,163.6,0.526,4.486,0,ok,78,ok,82,ok,178,52,19,27,0,ok,178,178,138,0,4,ok,0.302,587,0.008,ok,34,35,9.505,0.68,7.505,0.68
226.505,1782025798.86,35,"heading to waypoint #35 (9.5, 0.7)",ok,,2.424,4.833,163.2,0.526,4.486,0,ok,78,ok,82,ok,178,52,19,27,0,ok,178,178,138,0,4,ok,0.301,586,0.008,ok,34,35,9.505,0.68,7.505,0.68
227.005,1782025799.359,35,"heading to waypoint #35 (9.5, 0.7)",ok,,2.471,4.83,139.4,0.52,4.495,0,ok,82,ok,80,ok,178,52,19,28,0,ok,178,178,138,0,4,ok,0.302,588,0.046,ok,34,35,9.505,0.68,7.505,0.68
227.505,1782025799.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.543,4.815,154.9,0.516,4.501,0,ok,91,ok,78,ok,180,55,17,28,0,ok,180,180,138,1,4,ok,0.305,594,0.02,ok,34,35,9.505,0.68,7.505,0.68
228.005,1782025800.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.543,4.815,152.1,0.516,4.501,0,ok,91,ok,78,ok,180,55,17,27,0,ok,180,180,138,1,4,ok,0.301,586,0.02,ok,34,35,9.505,0.68,7.505,0.68
228.505,1782025800.86,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.542,4.815,153.9,0.516,4.501,0,ok,91,ok,77,ok,180,55,17,27,0,ok,180,180,138,1,4,ok,0.304,588,0.02,ok,34,35,9.505,0.68,7.505,0.68
229.006,1782025801.36,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.542,4.815,152.8,0.516,4.501,0,ok,91,ok,77,ok,180,55,17,27,0,ok,180,180,138,1,4,ok,0.305,585,0.02,ok,34,35,9.505,0.68,7.505,0.68
229.505,1782025801.86,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.543,4.815,147.7,0.516,4.501,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.303,593,0.02,ok,34,35,9.505,0.68,7.505,0.68
230.005,1782025802.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.543,4.815,151.6,0.516,4.501,0,ok,91,ok,80,ok,180,55,17,27,0,ok,180,180,138,1,4,ok,0.31,587,0.02,ok,34,35,9.505,0.68,7.505,0.68
230.505,1782025802.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.538,4.817,150.6,0.513,4.505,0,ok,91,ok,80,ok,180,55,17,27,0,ok,180,180,138,1,4,ok,0.305,586,0.015,ok,34,35,9.505,0.68,7.505,0.68
231.005,1782025803.36,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,144.2,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.306,587,0.015,ok,34,35,9.505,0.68,7.505,0.68
231.505,1782025803.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,148.5,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.301,587,0.015,ok,34,35,9.505,0.68,7.505,0.68
232.005,1782025804.36,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,144.7,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.307,586,0.015,ok,34,35,9.505,0.68,7.505,0.68
232.506,1782025804.86,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,148.4,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.31,590,0.015,ok,34,35,9.505,0.68,7.505,0.68
233.006,1782025805.36,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,149.6,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.308,593,0.015,ok,34,35,9.505,0.68,7.505,0.68
233.505,1782025805.86,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,146.6,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.305,585,0.015,ok,34,35,9.505,0.68,7.505,0.68
234.005,1782025806.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,149.3,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.305,593,0.015,ok,34,35,9.505,0.68,7.505,0.68
234.505,1782025806.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,145.3,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.306,587,0.015,ok,34,35,9.505,0.68,7.505,0.68
235.005,1782025807.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,148.8,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.306,593,0.015,ok,34,35,9.505,0.68,7.505,0.68
235.505,1782025807.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,149.2,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.303,594,0.015,ok,34,35,9.505,0.68,7.505,0.68
236.005,1782025808.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,145.0,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.305,589,0.015,ok,34,35,9.505,0.68,7.505,0.68
236.505,1782025808.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,143.3,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.301,588,0.015,ok,34,35,9.505,0.68,7.505,0.68
237.005,1782025809.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,147.8,0.513,4.506,0,ok,91,ok,78,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.305,590,0.015,ok,34,35,9.505,0.68,7.505,0.68
237.505,1782025809.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,149.7,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.309,593,0.015,ok,34,35,9.505,0.68,7.505,0.68
238.005,1782025810.359,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,144.5,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.303,587,0.015,ok,34,35,9.505,0.68,7.505,0.68
238.505,1782025810.859,35,"heading to waypoint #35 (9.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,149.0,0.513,4.506,0,ok,91,ok,80,ok,180,55,20,26,0,ok,180,180,138,1,4,ok,0.3,593,0.015,ok,34,35,9.505,0.68,7.505,0.68
239.005,1782025811.359,36,"heading to waypoint #36 (11.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.537,4.818,139.3,0.513,4.506,0,ok,91,ok,80,ok,220,70,34,28,0,ok,220,220,181,1,7,ok,0.306,533,0.015,ok,35,36,11.505,0.68,9.505,0.68
239.506,1782025811.86,36,"heading to waypoint #36 (11.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.571,4.805,147.2,0.513,4.506,0,ok,99,ok,80,ok,220,70,34,28,0,ok,220,220,181,1,7,ok,0.31,594,0.05,ok,35,36,11.505,0.68,9.505,0.68
240.005,1782025812.359,36,"heading to waypoint #36 (11.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",2.571,4.805,148.8,0.513,4.506,0,ok,99,ok,80,ok,220,70,34,28,0,ok,220,220,181,1,7,ok,0.302,593,0.05,ok,35,36,11.505,0.68,9.505,0.68
