idx,wall_time,tf_stamp,gps_rel_x,gps_rel_y,estimate_x,estimate_y,direct_error_m,aligned_error_m,heading_error_deg,event
119,1782015037.2522247,88.96,6.474590955006384,-2.2410305245793936,6.479150675741591,-2.1364015089218436,0.10472832458628811,0.014338427217227607,,
120,1782015037.7525878,89.48,6.474706035965021,-2.240338417161942,6.479150623016548,-2.1364006657143615,0.10403273778016991,0.014549885669152126,,
121,1782015038.2722638,89.96,6.474786517745727,-2.2399053476624804,6.479254175852062,-2.136396963080111,0.10360475687827633,0.014604098799128164,,
122,1782015038.7825305,90.48,6.474832043113786,-2.2396745413519845,6.479150599528376,-2.1363999419303537,0.10336485290080144,0.014796400984121627,,
123,1782015039.289459,90.98,6.47487935835953,-2.239444075217662,6.479150591859631,-2.1363995799246656,0.10313297942850662,0.01489163945161464,,
124,1782015039.8177178,91.48,6.474928462152803,-2.239213972742407,6.479254201414012,-2.136398169740911,0.10290676055050225,0.014891175539104958,,
125,1782015040.348298,91.98,6.474979351754271,-2.2389842479801905,6.479150583805735,-2.136398735101244,0.10267028114047232,0.015096169598479653,,
126,1782015040.8617313,92.48,6.475032024308433,-2.238754914930592,6.479150584571546,-2.1363983730151466,0.10243936846510329,0.015205290655113668,,
127,1782015041.3790705,92.96,6.474979401320326,-2.2389840317317535,6.479150583805735,-2.136398735101244,0.10267006305684337,0.015096271137101278,,
128,1782015041.8983233,93.48,6.474989744572355,-2.2389383459618664,6.479254203766968,-2.1363986525169563,0.10262833109818487,0.015017926859693755,,
129,1782015042.4092352,93.96,6.4750342189448915,-2.2387455347734857,6.479254202579404,-2.136399014601917,0.10243348306635328,0.015110667538604525,,
130,1782015042.9139433,94.48,6.475010742876016,-2.2388465951297114,6.4791505840351045,-2.136398493709808,0.10253171104280523,0.015161101296383773,,
131,1782015043.435398,94.96,6.4750129081465815,-2.2388372102916385,6.4791505840351045,-2.136398493709808,0.10252224644773969,0.015165594600070774,,
132,1782015043.9471614,95.48,6.474977284222625,-2.2389934208107984,6.479254203600481,-2.136398531821217,0.10268399722522106,0.014992043771252893,,
133,1782015044.456039,95.98,6.475029884726631,-2.238764073934994,6.479150584571546,-2.1363983730151466,0.10244860610093,0.015200839196935361,,
134,1782015044.9668512,96.48,6.474981475510383,-2.238974844324389,6.479150583805735,-2.136398735101244,0.10266079898060845,0.015100556772839334,,
135,1782015045.9914775,97.48,6.474993972223551,-2.238919770757132,6.479150583779833,-2.136398614405393,0.10260538445582437,0.015126372531558168,,
136,1782015046.5192344,97.96,6.475008631353717,-2.238855761613001,6.479254203652283,-2.1363987732127563,0.10254491384847061,0.015057232870460324,,
137,1782015047.5242388,98.96,6.475008631780092,-2.23885575988593,6.479254203652283,-2.1363987732127563,0.1025449121052277,0.015057233726027608,,
138,1782015048.0372388,99.48,6.475006571910242,-2.2388647185094603,6.4791505840351045,-2.136398493709808,0.10254998810913585,0.015152447797994208,,
139,1782015048.5442379,99.98,6.474971093581445,-2.23902096122627,6.479150584112808,-2.136398855796708,0.10270717922276867,0.015079152348947944,,
140,1782015049.0632353,100.48,6.475023480346259,-2.2387915666424485,6.479254203256427,-2.136398893907961,0.10248003925669878,0.0150882151001077,,
141,1782015049.5720236,100.98,6.474996066347003,-2.2389105879906293,6.479150583779833,-2.136398614405393,0.10259612440750311,0.015130708707672025,,
142,1782015050.072355,101.48,6.475027798767734,-2.2387730181033287,6.479150584571546,-2.1363983730151466,0.1024576269475112,0.015196499831519328,,
143,1782015050.5843236,101.96,6.474975267906743,-2.2390023793473546,6.479150583805735,-2.136398735101244,0.10268856350849774,0.015087735059511439,,
144,1782015051.1023533,102.48,6.47498974811861,-2.2389383299562153,6.479254203766968,-2.1363986525169563,0.10262831495900197,0.015017934324204531,,
145,1782015051.6092126,102.96,6.475034222615513,-2.238745518734488,6.479254202579404,-2.136399014601917,0.10243346688975255,0.015110675301114844,,
146,1782015052.111207,103.48,6.4750320288932315,-2.23875489516157,6.479150584571546,-2.1363983730151466,0.10243934852773431,0.015205300235959543,,
147,1782015052.632811,103.96,6.474991884918573,-2.238928936385177,6.479150583779833,-2.136398614405393,0.1026146271322798,0.015122051875360589,,
148,1782015053.6698132,104.96,6.475004417702415,-2.2388740941184526,6.479150583779833,-2.136398614405393,0.10255932251903394,0.015148015026149222,,
149,1782015054.6642654,105.96,6.475008684617578,-2.238855533101611,6.4791505840351045,-2.136398493709808,0.10254072484490429,0.015156830178273751,,
150,1782015055.1890888,106.48,6.474956795065886,-2.239085036633849,6.4792542031528235,-2.136398411126193,0.10277650886469777,0.014949615569436954,,
151,1782015055.7145576,106.96,6.4749710962312506,-2.239020947651861,6.479150584112808,-2.136398855796708,0.10270716555177417,0.01507915824776796,,
152,1782015056.2179935,107.48,6.475023483780063,-2.238791551618201,6.479254203256427,-2.136398893907961,0.10248002410350064,0.015088222329491295,,
153,1782015056.737067,107.96,6.475034175372507,-2.2387457195854346,6.479150584571546,-2.1363983730151466,0.1024300940870044,0.01520976720500842,,
154,1782015057.2538645,108.48,6.4787984692453975,-2.2394426406749375,6.482673531473501,-2.136428514714683,0.10308698392438725,0.015303240042432777,,
155,1782015057.7550802,108.96,6.484450546031972,-2.240589154328461,6.488682746672698,-2.136522450054852,0.10415272661161679,0.014777483578724757,,
156,1782015058.2660298,109.48,6.484412043231849,-2.240715260241682,6.488786350037932,-2.136524298503774,0.10428274578233948,0.014617413596636921,,
157,1782015058.8043375,109.96,6.484361406574138,-2.240925965508511,6.488786353078925,-2.136524057131876,0.10449563925950939,0.014535008623913647,,
158,1782015059.8259008,110.96,6.484441270056948,-2.240596430535846,6.488786345591244,-2.136524539854358,0.1041625561870402,0.014665780778785836,,
159,1782015060.819911,111.98,6.484400903269318,-2.2407609815735157,6.488786351839576,-2.136524177821367,0.10432901521449497,0.014599134374824857,,
160,1782015061.3231506,112.48,6.484403069299837,-2.240752047141079,6.488786351839576,-2.136524177821367,0.1043199976454666,0.01460268086684003,,
161,1782015061.847556,112.96,6.4844458124245605,-2.240578158354623,6.488786345591244,-2.136524539854358,0.10414411049680011,0.014673334618190098,,
162,1782015062.8699746,113.96,6.4844412710248065,-2.24059642613995,6.488786345591244,-2.136524539854358,0.10416255175459681,0.014665782470472727,,
163,1782015063.3765128,114.48,6.484385454638307,-2.2408250287511784,6.488786351839576,-2.136524177821367,0.10439365594162735,0.014573933391990939,,
164,1782015063.8835227,114.98,6.484441217914608,-2.240596637784021,6.488682745152195,-2.136522570741129,0.10416046267253062,0.014767063753626724,,
165,1782015064.3957326,115.48,6.484403123224901,-2.24075182769817,6.488682740986635,-2.13652281209673,0.10431683862843875,0.014704465956292097,,
166,1782015064.9158905,115.96,6.4844186791024185,-2.2406880270478338,6.48878634851743,-2.1365244191900503,0.10425513770586518,0.01462837269321819,,
167,1782015065.4171088,116.48,6.484443541965838,-2.2405872856730227,6.488786344070742,-2.1365246605406343,0.10415320388526869,0.014669581772117517,,
168,1782015065.9302597,116.96,6.484445760715964,-2.240578364386508,6.488682745152195,-2.136522570741129,0.10414201951317516,0.01477459275440485,,
169,1782015066.4348223,117.48,6.484398689846458,-2.2407701203877632,6.4887863503190735,-2.136524298507643,0.10433811836469298,0.014595536997532774,,
170,1782015066.9403088,117.96,6.484361408801256,-2.240925954012271,6.488682735326363,-2.136523294846248,0.10449205282639135,0.01463703621907317,,
