wall_elapsed_sec,ros_time_sec,current_waypoint,last_status,diagnosis,issues,map_x,map_y,map_yaw_deg,odom_x,odom_y,static_value,static_status,global_value,global_status,local_value,local_status,local_plan_points,local_plan_inside,local_plan_free,local_plan_lethal,local_plan_unknown,local_plan_status,global_plan_points,global_plan_inside,global_plan_free,global_plan_lethal,global_plan_unknown,global_plan_status,scan_front_min_m,scan_valid_count,path_error_m,path_error_status,edge_from,edge_to,target_x,target_y,edge_start_x,edge_start_y
110.004,1782024860.404,17,"heading to waypoint #17 (7.5, 0.7)",ok,,6.738,0.733,-9.6,-6.166,-2.202,0,ok,0,ok,0,ok,18,18,18,0,0,ok,18,18,18,0,0,ok,4.532,656,0.015,ok,16,17,7.505,0.68,5.605,0.88
110.504,1782024860.904,17,"heading to waypoint #17 (7.5, 0.7)",ok,,7.09,0.685,-9.7,-5.901,-2.508,0,ok,0,ok,0,ok,18,18,18,0,0,ok,18,18,18,0,0,ok,4.346,654,0.041,ok,16,17,7.505,0.68,5.605,0.88
111.005,1782024861.405,18,"heading to waypoint #18 (11.5, 0.7)",ok,,7.297,0.63,-10.8,-5.721,-2.715,0,ok,0,ok,0,ok,86,38,38,0,0,ok,86,86,86,0,0,ok,4.346,653,0.023,ok,17,18,11.505,0.68,7.505,0.68
111.504,1782024861.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,7.524,0.579,-9.2,-5.494,-2.956,0,ok,0,ok,0,ok,86,40,40,0,0,ok,86,86,86,0,0,ok,4.346,653,0.046,ok,17,18,11.505,0.68,7.505,0.68
112.004,1782024862.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,7.859,0.546,-5.1,-5.188,-3.256,0,ok,0,ok,0,ok,86,47,47,0,0,ok,86,86,86,0,0,ok,4.346,653,0.08,ok,17,18,11.505,0.68,7.505,0.68
112.504,1782024862.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,8.177,0.549,-3.4,-4.893,-3.526,0,ok,0,ok,0,ok,73,37,37,0,0,ok,73,73,73,0,0,ok,4.346,653,0.024,ok,17,18,11.505,0.68,7.505,0.68
113.004,1782024863.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,8.489,0.457,-3.9,-4.588,-3.804,0,ok,0,ok,0,ok,73,45,45,0,0,ok,73,73,73,0,0,ok,4.346,653,0.069,ok,17,18,11.505,0.68,7.505,0.68
113.504,1782024863.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,8.793,0.44,-2.3,-4.295,-4.071,0,ok,0,ok,0,ok,60,37,37,0,0,ok,60,60,60,0,0,ok,4.346,653,0.024,ok,17,18,11.505,0.68,7.505,0.68
114.005,1782024864.405,18,"heading to waypoint #18 (11.5, 0.7)",ok,,9.085,0.362,-2.4,-4.013,-4.328,0,ok,0,ok,0,ok,60,43,43,0,0,ok,60,60,60,0,0,ok,4.346,653,0.064,ok,17,18,11.505,0.68,7.505,0.68
114.507,1782024864.907,18,"heading to waypoint #18 (11.5, 0.7)",ok,,9.257,0.301,-0.2,-3.725,-4.572,0,ok,0,ok,0,ok,45,29,29,0,0,ok,45,45,45,0,0,ok,4.346,653,0.072,ok,17,18,11.505,0.68,7.505,0.68
115.005,1782024865.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,9.548,0.088,-1.3,-3.448,-4.792,0,ok,0,ok,0,ok,45,33,33,0,0,ok,45,45,45,0,0,ok,4.346,653,0.238,ok,17,18,11.505,0.68,7.505,0.68
115.504,1782024865.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,9.727,0.227,7.2,-3.128,-4.999,0,ok,0,ok,0,ok,45,37,37,0,0,ok,45,45,45,0,0,ok,4.346,653,0.098,ok,17,18,11.505,0.68,7.505,0.68
116.004,1782024866.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,10.058,0.065,9.3,-2.772,-5.194,0,ok,0,ok,0,ok,36,30,30,0,0,ok,36,36,36,0,0,ok,4.346,653,0.162,ok,17,18,11.505,0.68,7.505,0.68
116.504,1782024866.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,10.177,-0.417,20.6,-2.383,-5.326,0,ok,0,ok,0,ok,36,26,26,0,0,ok,36,36,36,0,0,ok,4.346,653,0.643,ok,17,18,11.505,0.68,7.505,0.68
117.004,1782024867.404,18,"heading to waypoint #18 (11.5, 0.7)",path_tracking_error,path_tracking_error,9.486,0.524,34.0,-1.964,-5.346,0,ok,0,ok,0,ok,28,22,22,0,0,ok,28,28,28,0,0,ok,4.346,653,1.229,ok,17,18,11.505,0.68,7.505,0.68
117.504,1782024867.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,10.592,-0.447,24.0,-1.547,-5.354,0,ok,0,ok,0,ok,28,24,24,0,0,ok,28,28,28,0,0,ok,4.346,653,0.24,ok,17,18,11.505,0.68,7.505,0.68
118.004,1782024868.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,10.499,-0.569,26.5,-1.126,-5.297,0,ok,0,ok,0,ok,25,23,23,0,0,ok,25,25,25,0,0,ok,4.346,653,0.051,ok,17,18,11.505,0.68,7.505,0.68
118.504,1782024868.904,18,"heading to waypoint #18 (11.5, 0.7)",plan_not_in_local_costmap,plan_not_in_local_costmap,10.585,-0.219,29.1,-0.823,-5.23,0,ok,0,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.346,653,0.176,ok,17,18,11.505,0.68,7.505,0.68
119.004,1782024869.404,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",5.152,5.813,150.5,-0.86,-5.238,0,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.38,653,8.186,ok,17,18,11.505,0.68,7.505,0.68
119.504,1782024869.904,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",5.191,5.791,150.5,-0.904,-5.247,0,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.412,655,8.141,ok,17,18,11.505,0.68,7.505,0.68
120.004,1782024870.404,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",5.28,5.74,150.6,-1.004,-5.268,0,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.504,653,8.041,ok,17,18,11.505,0.68,7.505,0.68
120.504,1782024870.904,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal,"pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",5.374,5.687,150.6,-1.11,-5.29,-1,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.588,655,7.934,ok,17,18,11.505,0.68,7.505,0.68
121.004,1782024871.404,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal,"pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",5.383,5.683,150.6,-1.12,-5.292,-1,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.589,655,7.925,ok,17,18,11.505,0.68,7.505,0.68
121.505,1782024871.905,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal,"pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",5.383,5.683,150.6,-1.12,-5.292,-1,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.589,655,7.925,ok,17,18,11.505,0.68,7.505,0.68
122.004,1782024872.404,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal,"pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",5.383,5.683,150.6,-1.12,-5.292,-1,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.589,655,7.925,ok,17,18,11.505,0.68,7.505,0.68
122.504,1782024872.904,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal,"pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",5.383,5.683,150.6,-1.12,-5.292,-1,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.589,655,7.925,ok,17,18,11.505,0.68,7.505,0.68
123.004,1782024873.404,18,"heading to waypoint #18 (11.5, 0.7)",pose_global_lethal,"pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",5.383,5.683,150.6,-1.12,-5.292,-1,ok,99,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,4.589,655,7.925,ok,17,18,11.505,0.68,7.505,0.68
123.504,1782024873.904,18,"heading to waypoint #18 (11.5, 0.7)",plan_not_in_local_costmap,"plan_not_in_local_costmap,path_tracking_error",5.616,5.855,-120.3,-1.12,-5.292,-1,ok,-1,ok,0,ok,25,0,0,0,0,ok,25,25,25,0,0,ok,2.671,704,7.858,ok,17,18,11.505,0.68,7.505,0.68
124.004,1782024874.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,5.71,5.886,-102.0,-1.176,-5.209,0,ok,0,ok,0,ok,123,22,22,0,0,ok,123,123,98,0,10,ok,2.407,715,0.071,ok,17,18,11.505,0.68,7.505,0.68
124.504,1782024874.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,5.851,5.553,-72.2,-1.531,-5.093,0,ok,0,ok,0,ok,123,25,25,0,0,ok,123,123,98,0,10,ok,1.646,718,0.076,ok,17,18,11.505,0.68,7.505,0.68
125.004,1782024875.404,18,"heading to waypoint #18 (11.5, 0.7)",ok,,6.026,5.266,-52.5,-1.931,-5.071,0,ok,0,ok,0,ok,117,25,17,4,0,ok,117,117,94,0,9,ok,1.436,717,0.039,ok,17,18,11.505,0.68,7.505,0.68
125.504,1782024875.904,18,"heading to waypoint #18 (11.5, 0.7)",ok,,6.276,5.033,-46.7,-2.329,-5.111,0,ok,0,ok,0,ok,117,28,16,8,0,ok,117,117,94,0,9,ok,1.047,707,0.094,ok,17,18,11.505,0.68,7.505,0.68
126.004,1782024876.404,19,"heading to waypoint #19 (12.6, 0.7)",ok,,6.561,4.97,-39.1,-2.713,-5.152,0,ok,0,ok,0,ok,127,23,3,15,0,ok,127,127,107,0,9,ok,0.651,701,0.025,ok,18,19,12.605,0.68,11.505,0.68
126.504,1782024876.904,19,"heading to waypoint #19 (12.6, 0.7)",ok,,6.867,4.875,-57.0,-3.042,-5.147,0,ok,0,ok,74,ok,127,27,2,16,0,ok,127,127,107,0,9,ok,0.326,678,0.062,ok,18,19,12.605,0.68,11.505,0.68
127.004,1782024877.404,19,"heading to waypoint #19 (12.6, 0.7)",ok,,7.128,4.976,-80.6,-3.211,-4.956,0,ok,0,ok,74,ok,127,34,15,11,0,ok,127,127,107,0,9,ok,0.578,667,0.292,ok,18,19,12.605,0.68,11.505,0.68
127.505,1782024877.905,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,path_tracking_error",7.984,5.233,-65.3,-3.445,-4.624,0,ok,99,ok,57,ok,120,22,22,0,0,ok,120,120,99,0,9,ok,0.501,700,0.827,ok,18,19,12.605,0.68,11.505,0.68
128.004,1782024878.404,19,"heading to waypoint #19 (12.6, 0.7)",ok,,7.149,4.401,-89.4,-3.62,-4.264,0,ok,0,ok,73,ok,120,33,11,14,0,ok,120,120,99,0,9,ok,5.28,704,0.353,ok,18,19,12.605,0.68,11.505,0.68
128.505,1782024878.905,19,"heading to waypoint #19 (12.6, 0.7)",ok,,7.315,4.165,-75.8,-3.842,-3.931,0,ok,0,ok,55,ok,112,27,14,0,0,ok,112,112,92,0,9,ok,4.906,685,0.152,ok,18,19,12.605,0.68,11.505,0.68
129.004,1782024879.404,19,"heading to waypoint #19 (12.6, 0.7)",ok,,7.368,3.919,-64.5,-4.109,-3.628,0,ok,61,ok,0,ok,112,30,19,0,0,ok,112,112,92,0,9,ok,5.677,661,0.326,ok,18,19,12.605,0.68,11.505,0.68
129.504,1782024879.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free",7.325,3.503,-57.8,-4.454,-3.383,0,ok,99,ok,0,ok,112,40,40,0,0,ok,112,112,92,0,9,ok,6.727,681,0.657,ok,18,19,12.605,0.68,11.505,0.68
130.004,1782024880.404,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.796,3.806,-42.4,-4.818,-3.162,-1,ok,99,ok,0,ok,112,47,47,0,0,ok,112,112,92,0,9,ok,6.439,680,0.705,ok,18,19,12.605,0.68,11.505,0.68
130.504,1782024880.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
131.005,1782024881.405,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
131.504,1782024881.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
132.004,1782024882.404,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
132.504,1782024882.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
133.004,1782024883.404,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
133.504,1782024883.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
134.004,1782024884.404,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
134.504,1782024884.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
135.004,1782024885.404,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
135.505,1782024885.905,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
136.005,1782024886.405,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.831,3.698,-51.4,-4.933,-3.084,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.871,678,0.656,ok,18,19,12.605,0.68,11.505,0.68
136.504,1782024886.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.767,3.779,-51.4,-4.856,-3.153,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,4.957,677,0.665,ok,18,19,12.605,0.68,11.505,0.68
137.004,1782024887.404,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.7,3.862,-51.4,-4.776,-3.223,-1,ok,99,ok,0,ok,112,48,48,0,0,ok,112,112,92,0,9,ok,5.048,674,0.672,ok,18,19,12.605,0.68,11.505,0.68
137.505,1782024887.905,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,18,19,12.605,0.68,11.505,0.68
138.005,1782024888.405,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,18,19,12.605,0.68,11.505,0.68
138.504,1782024888.904,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,18,19,12.605,0.68,11.505,0.68
139.005,1782024889.405,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,18,19,12.605,0.68,11.505,0.68
139.505,1782024889.905,19,"heading to waypoint #19 (12.6, 0.7)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,18,19,12.605,0.68,11.505,0.68
140.005,1782024890.405,20,"heading to waypoint #20 (12.6, 0.5)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,19,20,12.555,0.53,12.605,0.68
140.504,1782024890.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,20,21,11.505,0.43,12.555,0.53
141.004,1782024891.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal,pose_global_lethal,8.634,3.944,-51.4,-4.697,-3.293,-1,ok,99,ok,0,ok,112,46,46,0,0,ok,112,112,92,0,9,ok,5.146,670,0.675,ok,20,21,11.505,0.43,12.555,0.53
141.504,1782024891.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.456,2.009,-41.3,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.493,ok,20,21,11.505,0.43,12.555,0.53
142.005,1782024892.405,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
142.504,1782024892.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
143.004,1782024893.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
143.504,1782024893.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
144.004,1782024894.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
144.504,1782024894.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
145.004,1782024895.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
145.505,1782024895.905,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
146.004,1782024896.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
146.504,1782024896.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
147.005,1782024897.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
147.504,1782024897.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
148.004,1782024898.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.383,1.995,-41.5,-4.697,-3.293,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.124,690,4.562,ok,20,21,11.505,0.43,12.555,0.53
148.504,1782024898.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_global_lethal_static_free,"pose_global_lethal,pose_global_lethal_static_free,plan_not_in_local_costmap,path_tracking_error",3.304,2.065,-41.5,-4.654,-3.197,0,ok,99,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.197,696,4.594,ok,20,21,11.505,0.43,12.555,0.53
149.004,1782024899.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.213,2.146,-41.5,-4.605,-3.086,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.29,698,4.633,ok,20,21,11.505,0.43,12.555,0.53
149.504,1782024899.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.277,2.142,-37.0,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.358,698,4.58,ok,20,21,11.505,0.43,12.555,0.53
150.004,1782024900.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.277,2.142,-37.0,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.358,698,4.58,ok,20,21,11.505,0.43,12.555,0.53
150.504,1782024900.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.277,2.142,-37.0,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.358,698,4.58,ok,20,21,11.505,0.43,12.555,0.53
151.004,1782024901.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.277,2.142,-37.0,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.358,698,4.58,ok,20,21,11.505,0.43,12.555,0.53
151.504,1782024901.904,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.277,2.142,-37.0,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.358,698,4.58,ok,20,21,11.505,0.43,12.555,0.53
152.005,1782024902.404,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.277,2.142,-37.0,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,1.358,698,4.58,ok,20,21,11.505,0.43,12.555,0.53
152.505,1782024902.905,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",3.176,2.181,60.7,-4.569,-3.005,100,ok,100,ok,0,ok,112,0,0,0,0,ok,112,112,92,0,9,ok,2.675,677,4.65,ok,20,21,11.505,0.43,12.555,0.53
