wall_elapsed_sec,ros_time_sec,current_waypoint,last_status,diagnosis,tf_error,issues,map_x,map_y,map_yaw_deg,odom_x,odom_y,static_value,static_status,global_value,global_status,local_value,local_status,local_plan_points,local_plan_inside,local_plan_free,local_plan_lethal,local_plan_unknown,local_plan_status,global_plan_points,global_plan_inside,global_plan_free,global_plan_lethal,global_plan_unknown,global_plan_status,scan_front_min_m,scan_valid_count,path_error_m,path_error_status,edge_from,edge_to,target_x,target_y,edge_start_x,edge_start_y
51.007,1782026945.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
51.507,1782026945.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
52.007,1782026946.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
52.507,1782026946.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
53.007,1782026947.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
53.507,1782026947.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
54.007,1782026948.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
54.507,1782026948.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
55.007,1782026949.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
55.507,1782026949.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
56.007,1782026950.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
56.507,1782026950.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
57.007,1782026951.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
57.507,1782026951.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
58.007,1782026952.377,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
58.507,1782026952.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
59.007,1782026953.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
59.507,1782026953.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
60.007,1782026954.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
60.507,1782026954.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
61.007,1782026955.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
61.507,1782026955.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
62.007,1782026956.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
62.507,1782026956.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
63.007,1782026957.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
63.507,1782026957.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
64.007,1782026958.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
64.507,1782026958.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
65.007,1782026959.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
65.507,1782026959.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
66.007,1782026960.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
66.507,1782026960.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
67.007,1782026961.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
67.507,1782026961.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
68.007,1782026962.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
68.508,1782026962.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
69.007,1782026963.377,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
69.507,1782026963.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
70.007,1782026964.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
70.507,1782026964.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
71.007,1782026965.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
71.507,1782026965.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
72.007,1782026966.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
72.507,1782026966.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
73.007,1782026967.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
73.507,1782026967.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
74.007,1782026968.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
74.507,1782026968.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
75.007,1782026969.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
75.507,1782026969.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
76.007,1782026970.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
76.507,1782026970.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
77.007,1782026971.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
77.507,1782026971.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
78.007,1782026972.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
78.507,1782026972.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
79.007,1782026973.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
79.507,1782026973.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
80.007,1782026974.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
80.507,1782026974.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
81.007,1782026975.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
81.507,1782026975.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
82.007,1782026976.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
82.507,1782026976.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
83.007,1782026977.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
83.507,1782026977.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
84.007,1782026978.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
84.507,1782026978.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
85.007,1782026979.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
85.507,1782026979.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
86.007,1782026980.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
86.507,1782026980.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
87.007,1782026981.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
87.507,1782026981.877,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
88.007,1782026982.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
88.507,1782026982.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
89.007,1782026983.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
89.507,1782026983.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
90.007,1782026984.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
90.507,1782026984.876,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
91.007,1782026985.376,9,mission safe_pose_recovery_failed (reached=9/96 missed=[9]),pose_static_lethal,,"pose_static_lethal,pose_global_lethal",-0.2,5.783,132.7,-0.371,5.765,100,ok,100,ok,0,ok,44,44,44,0,0,ok,44,44,38,0,0,ok,2.407,713,0.667,ok,8,9,0.605,6.38,-0.995,4.68
