wall_elapsed_sec,ros_time_sec,current_waypoint,last_status,diagnosis,tf_error,issues,map_x,map_y,map_yaw_deg,odom_x,odom_y,static_value,static_status,global_value,global_status,local_value,local_status,local_plan_points,local_plan_inside,local_plan_free,local_plan_lethal,local_plan_unknown,local_plan_status,global_plan_points,global_plan_inside,global_plan_free,global_plan_lethal,global_plan_unknown,global_plan_status,scan_front_min_m,scan_valid_count
130.506,1782022897.436,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.52,1.634,170.7,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,0.572,708
131.006,1782022897.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.52,1.634,170.7,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,0.572,708
131.507,1782022898.436,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.52,1.634,-169.8,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.507,709
132.006,1782022898.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
132.507,1782022899.437,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
133.006,1782022899.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
133.506,1782022900.436,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
134.006,1782022900.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
134.506,1782022901.436,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
135.006,1782022901.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
135.507,1782022902.436,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
136.006,1782022902.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
136.506,1782022903.436,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
137.007,1782022903.936,19,"heading to waypoint #19 (12.6, 0.7)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
137.507,1782022904.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
138.006,1782022904.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
138.507,1782022905.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
139.006,1782022905.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
139.506,1782022906.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
140.007,1782022906.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-163.4,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,704
140.507,1782022907.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.517,1.66,-145.0,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.526,707
141.007,1782022907.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
141.507,1782022908.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
142.006,1782022908.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
142.506,1782022909.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
143.006,1782022909.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
143.506,1782022910.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
144.006,1782022910.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
144.507,1782022911.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
145.006,1782022911.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
145.506,1782022912.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
146.007,1782022912.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
146.506,1782022913.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
147.006,1782022913.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
147.506,1782022914.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
148.007,1782022914.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-137.1,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.513,705
148.506,1782022915.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.523,1.679,-117.6,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.511,694
149.006,1782022915.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
149.507,1782022916.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
150.006,1782022916.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
150.507,1782022917.436,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
151.007,1782022917.936,20,"heading to waypoint #20 (12.6, 0.5)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
151.506,1782022918.436,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
152.007,1782022918.936,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
152.507,1782022919.436,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
153.006,1782022919.936,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
153.506,1782022920.436,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
154.006,1782022920.936,21,"heading to waypoint #21 (11.5, 0.4)",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
154.507,1782022921.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
155.007,1782022921.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
155.507,1782022922.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
156.006,1782022922.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
156.506,1782022923.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
157.006,1782022923.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
157.506,1782022924.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
158.006,1782022924.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
158.506,1782022925.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
159.006,1782022925.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
159.506,1782022926.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
160.006,1782022926.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
160.507,1782022927.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
161.006,1782022927.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
161.507,1782022928.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
162.006,1782022928.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
162.506,1782022929.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
163.006,1782022929.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
163.506,1782022930.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
164.006,1782022930.936,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
164.506,1782022931.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
165.007,1782022931.937,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
165.507,1782022932.436,21,"mission mission_timeout (reached=14/53 missed=[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,pose_local_lethal,plan_not_in_local_costmap",4.503,1.706,-110.3,5.268,2.318,100,ok,100,ok,100,ok,55,0,0,0,0,ok,55,55,43,0,0,ok,2.8,695
